question,answers
"В чём причина стресса, по вашему мнению?",напряжённость
"В чём причина стресса, по вашему мнению?",не интересно
"В чём причина стресса, по вашему мнению?",невовлеченность
"В чём причина стресса, по вашему мнению?",не компетентность
"В чём причина стресса, по вашему мнению?",не рациональное планирование
"В чём причина стресса, по вашему мнению?",не уверенность в себе
"В чём причина стресса, по вашему мнению?",неуаеренность
"В чём причина стресса, по вашему мнению?",неуверенность
"В чём причина стресса, по вашему мнению?",неадекватные сроки планировани
"В чём причина стресса, по вашему мнению?",неадекватный руководитель
"В чём причина стресса, по вашему мнению?",неверно поставленные задачи
"В чём причина стресса, по вашему мнению?",неготовность к вызову
"В чём причина стресса, по вашему мнению?",недооценка
"В чём причина стресса, по вашему мнению?",недостаток времени
"В чём причина стресса, по вашему мнению?",нехватка времени
"В чём причина стресса, по вашему мнению?",недостаток компетенций
"В чём причина стресса, по вашему мнению?",недостаток ресурса
"В чём причина стресса, по вашему мнению?",нехватка ресурсов
"В чём причина стресса, по вашему мнению?",отсутствие ресурсов
"В чём причина стресса, по вашему мнению?",перегруз. отсутствие ресурсов
"В чём причина стресса, по вашему мнению?",незнакомое
"В чём причина стресса, по вашему мнению?",неизвестность
"В чём причина стресса, по вашему мнению?",неопределенность
"В чём причина стресса, по вашему мнению?",неопределённость
"В чём причина стресса, по вашему мнению?",некомпетентное руководство
"В чём причина стресса, по вашему мнению?",некомпетентность руководства
"В чём причина стресса, по вашему мнению?",неправильно организована работ
"В чём причина стресса, по вашему мнению?",непринимаемые изменения
"В чём причина стресса, по вашему мнению?",непрофессинализм в управлении
"В чём причина стресса, по вашему мнению?",неразумное планирование
"В чём причина стресса, по вашему мнению?",несогласованность действий
"В чём причина стресса, по вашему мнению?",неудачи
"В чём причина стресса, по вашему мнению?",неудовлетворенность
"В чём причина стресса, по вашему мнению?",неумения делегирования.
"В чём причина стресса, по вашему мнению?",новые задачи
"В чём причина стресса, по вашему мнению?",обстановка в мире
"В чём причина стресса, по вашему мнению?",ответственность
"В чём причина стресса, по вашему мнению?",чувство ответсвенности
"В чём причина стресса, по вашему мнению?",ответственность и цейтнот
"В чём причина стресса, по вашему мнению?",отклонение от плана
"В чём причина стресса, по вашему мнению?",отношение руководства
"В чём причина стресса, по вашему мнению?",отсутствие желаемого результат
"В чём причина стресса, по вашему мнению?",отсутствие полож. результата
"В чём причина стресса, по вашему мнению?",отсутствие результата
"В чём причина стресса, по вашему мнению?",отсутствие интересных задач
"В чём причина стресса, по вашему мнению?",отсутствие информации
"В чём причина стресса, по вашему мнению?",отсутствие обратной связи
"В чём причина стресса, по вашему мнению?",отсутствие понимания от руково
"В чём причина стресса, по вашему мнению?",отсутствие признания
"В чём причина стресса, по вашему мнению?",отсутствие реальной поддержки
"В чём причина стресса, по вашему мнению?",политика в принимаемых решения
"В чём причина стресса, по вашему мнению?",постоянная срочность
"В чём причина стресса, по вашему мнению?",сжатые сроки
"В чём причина стресса, по вашему мнению?",сроки
"В чём причина стресса, по вашему мнению?",срочность
"В чём причина стресса, по вашему мнению?",цейтнот
"В чём причина стресса, по вашему мнению?",цейтнот времени
"В чём причина стресса, по вашему мнению?",постоянное давление
"В чём причина стресса, по вашему мнению?",пропускать все через себя
"В чём причина стресса, по вашему мнению?",работа
"В чём причина стресса, по вашему мнению?",работа не по призванию
"В чём причина стресса, по вашему мнению?",рано вставать
"В чём причина стресса, по вашему мнению?",рваный ритм
"В чём причина стресса, по вашему мнению?",руководитель
"В чём причина стресса, по вашему мнению?",шеф
"В чём причина стресса, по вашему мнению?",ситуация в стране
"В чём причина стресса, по вашему мнению?",слишком амбициозные цели
"В чём причина стресса, по вашему мнению?",чрезмерно амбициозные цели
"В чём причина стресса, по вашему мнению?",спецоперация
"В чём причина стресса, по вашему мнению?",страх
"В чём причина стресса, по вашему мнению?",тревога
"В чём причина стресса, по вашему мнению?",усталость
"В чём причина стресса, по вашему мнению?",хроническая усталость
"В чём причина стресса, по вашему мнению?",частые комиссионные проверки
"В чём причина стресса, по вашему мнению?",эмоциональная нагрузка
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",нарушение  тб
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",безответственность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",невнимательность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",недостаток обучения
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",непонимание техпроцесса
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",отвлечения
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",формальное отношение к безопас
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкая ответственность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",самоуверенность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",инфантилизм
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",формальное отношение к кб
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",снижение личной ответственност
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",неподготовленность лин.рук.
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",торопливость
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",лишние действия
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",неосторожность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",безответственность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",отсутствует воспитательная работа
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",старое оборудование
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",формализм
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",нет работы над ошибками
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",нет времени у руководства
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?","спешка, безответственность"
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",отсутствие квалификации руково
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкая квалификация
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",непонимание последствий
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкая кб
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкий уровень жизни
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",невнимательность работника
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",неосторожность работника
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",+
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкое обучение
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",самоуверенность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",+
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",слабый контроль лин. руководст
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",самоуверенность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",отсутствие
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",инстинкта
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",самосохранения
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",уровень жизни в стране
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",халатность работников
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",сниженный контроль от руковод
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкая компетентность в кб
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",отсутствие нормативной базы
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",слабое информирование персонал
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",плохая работа с персоналом
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",формализм
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",отсутствие обучения
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",человеческий фактор
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",личная беспечность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",спешка
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкая мотивация работников
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",формализм
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкий уровень оплаты труда
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",формальное отношение
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",🥴
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",безответственность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",недоработки руководителей
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",недостатки в части кб и от
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",недостаток в обучении персонал
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?","утомление, перенапряжение."
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?","вера в удачу, отс.наказаний"
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",бесконечный рост обязанностей
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкая осведомленность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",отсутствие анализа последствий
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",неправильных действий или
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",отступлений от правил
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",или инструкций
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",дисциплина труда
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",отсутствие контроля
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",неприменение сиз
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",аварийные работы
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",отсутствие инструктажа по от
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",перегруженность лин. рук-лей
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",удрали институт бригадиров
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",сокращают мастеров
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",безолаберность на местах.
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",чрезмерная бюрократизация.
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",неактуальные бланки наряд.-доп
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",формализм
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",1.торопливость
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",2.плохая профессиональная подг
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",нет времени думать о безопасн.
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",устаревшее оборудование
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",нехватка специалистов
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",в этой работе нет системы
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкая ответственность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",нет адекватных мер к нарушител
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",формальный подход
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?","большой объём бумажной работы,"
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",загруженность руководителей
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",устаревшие оборудование
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",ослабление контроля
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",заинтересованность работников
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",недостаточная осведомленность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",задачи превыше безопасности
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",экономия на сиз и оборудовании
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",не изменяется подход
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",о
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",недостаточн подготовка кадров
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",формальный подход
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",приоритет планов над от
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",нехватка времени
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",не соблюдение правил по от
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",спешка
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",гонка производства
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",нет контроля руководителей
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",мероприятия ради мероприятий.
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",отсутствие качественных инстру
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",правила нужны к действиям
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",формальность инструктажей
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",безответственность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",плохая организация работы
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",плохо выданный наряд
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",отсутсвие контроля
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",нарушение технологии
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",невнимательность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",снижение качества инструктажа
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",нарушение инструкций
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",нарушение техпроцессов
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",уменьшение контроля
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",качество обучения
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",контроль за соблюдением требов
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",1. халтное отношение рвботнтко
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?","2. надежда на русский ""авось"""
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",3. безразличие руководителей
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?","безответственность, псих. выг."
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",нет дисциплинарных взысканий
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",недостаточная работа с персона
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",не выявляем коренные причины н
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",снижение контроля
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",загруженность мастеров
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",русское авось
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?","низ.инф.по безоп.(док,инф-е)"
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",снижение ответстветственности
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",мало инструментов для мотиваци
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",снижение уровня образованности
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?","самоуверенность, безразличие"
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",формальный подход
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?","надежда на ""авось"""
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",недостаточная подготовка
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",акцентировать от-ть  работника
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",безответственность руководител
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",слабая дисциплина
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",редкие тренировки с работникам
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",в неточных формулировках в пра
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкий уровень кб линейных рук
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",отсутствие лидерства в кб в по
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",безразличие работников
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",не исполнение требований
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",1. некачественные сиз
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",2.формализм в обучении раб-ков
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",3. недостаточное финансир-е
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкая квалификация персонала
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",невнимательность  работников
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",халатное отношение к своей жиз
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкая квалиф. персонала
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",отсутств. контроля
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",проведение инструктажей
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",.
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",.халатность отношения к этому
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",нарушение тб
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",разгильдяйство
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",нарушение тп
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",линейные руководители
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",не достатки в обучении.
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",не качественные сиз.
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",отсутствие необходимого оборуд
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",высокая загрузка
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",устаревшие фонды
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",недостаточный контроль
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",знание нормативной базы
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",информативно поток
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",выполнение плана
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",самодисциплина
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",безалаберность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",привыкли так работать
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",забыли
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",не видят опасности
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкая произв дисциплина
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",самоуспокоенность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",сделать работу быстрее
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкая квалификация персонала
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",формальное обучение
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкая оплата труда
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?","нарушение правил, инструкций"
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",личная неосторожность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",неприменение сиз
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкая ответственность руковод
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",формальный подход к обучению
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",формализм при проведении инстр
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",личная недисциплинированность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",незнание основ безопасности
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",плохой контроль руководителей
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",незнание правил
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",отток квалифицированных кадров
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",ухудшение сиз
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",от занимается совсем не тем
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",куча адм-ых мер
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",мало технических средст
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",гонка за показателями
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",боязнь ответственности
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",спешка
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?","авось, небось и как-нибудь"
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",недостаток ресурсов всех
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?","дисциплина, халатность,  лень"
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",безответственность руководител
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",снижение организации работ
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",личная ответственность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",гонка за сроками
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",формальный подход
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",мало специалистов по от
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",технологическое отставание
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",1) невнимательность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",2) уверенность в себе
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",3) большая загрузка линейных р
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",не достаточный контроль
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкая дисциплина рабочих
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",подготовка персонала
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",самонадеянность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",самоуверенность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",опытность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",отсутствие обучения
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкая квалификация
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",попустительство
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",загруженность персонал
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",переизбыток задач
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",организация производства
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?","куча разноплановых
 инструкций"
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкая ответственность руковод
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкая внутренняя
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",организованность
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",увеличение загрузки
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",причины ост-ы без вниман. рук.
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",низкий уровень кб
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",мотивация
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",приоритет на сроки/стоимость
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?",стрессовая нагрузка
"Вопрос 5. В чем, по Вашему мнению, причина роста травматизма?","невнимательность, неосведомлен"
